date,timestamp,source_name,headline,snippet,url,issue_area,geography_refs,geography_matches,source_type,domain,language,is_synthetic_operational_demo
2026-05-08,2026-05-08T15:06:00,Long Island Observer,Albany local leaders debate delivery of affordable units as debate grows,"Long Island Observer notes that housing / rent narratives in Capital Region are being repeated across community forum coverage, with Albany residents emphasizing debate.",https://example.com/operational-demo/02525,housing / rent,Albany; Capital Region,Albany; Capital Region,community forum,longislandobserver.example,English,True
2026-05-08,2026-05-08T14:56:00,Metro Narrative Scan,Buffalo housing advocates warn that eviction pressure is rising as pressure grows,"Metro Narrative Scan notes that housing / rent narratives in Western NY are being repeated across public radio coverage, with Buffalo residents emphasizing pressure.",https://example.com/operational-demo/00932,housing / rent,Buffalo; Western NY,Buffalo; Western NY,public radio,metronarrativescan.example,English,True
2026-05-08,2026-05-08T14:46:00,Hudson Valley Public Radio,Rockland housing advocates warn that eviction pressure is rising as attention grows,"Hudson Valley Public Radio notes that housing / rent narratives in Hudson Valley are being repeated across community forum coverage, with Rockland residents emphasizing attention.",https://example.com/operational-demo/01349,housing / rent,Rockland; Hudson Valley,Rockland; Hudson Valley,community forum,hudsonvalleypublicradio.example,English,True
2026-05-08,2026-05-08T14:25:00,Metro Narrative Scan,Huntington voters connect ethics stories to broader competence concerns as concern grows,"Metro Narrative Scan notes that corruption / competence / trust narratives in Long Island are being repeated across local news coverage, with Huntington residents emphasizing concern.",https://example.com/operational-demo/01003,corruption / competence / trust,Huntington; Long Island,Huntington; Long Island,local news,metronarrativescan.example,English,True
2026-05-08,2026-05-08T14:24:00,Rochester Herald,Yonkers residents ask for concrete cost-of-living plans as attention grows,"Rochester Herald notes that affordability / cost of living narratives in Hudson Valley are being repeated across TV transcript coverage, with Yonkers residents emphasizing attention.",https://example.com/operational-demo/02479,affordability / cost of living,Yonkers; Hudson Valley,Yonkers; Hudson Valley,TV transcript,rochesterherald.example,English,True
2026-05-08,2026-05-08T14:06:00,Buffalo Civic Wire,Brooklyn officials debate public safety coordination and fairness as training grows,"Buffalo Civic Wire notes that immigration / public safety narratives in NYC are being repeated across local news coverage, with Brooklyn residents emphasizing training.",https://example.com/operational-demo/01068,immigration / public safety,Brooklyn; NYC,Brooklyn; NYC,local news,buffalocivicwire.example,English,True
2026-05-08,2026-05-08T13:43:00,Queens Community Post,Utica tech expansion stories raise questions about workforce stability as pressure grows,"Queens Community Post notes that AI / tech jobs narratives in Central NY are being repeated across local news coverage, with Utica residents emphasizing pressure.",https://example.com/operational-demo/00507,AI / tech jobs,Utica; Central NY,Utica; Central NY,local news,queenscommunitypost.example,English,True
2026-05-08,2026-05-08T13:42:00,Syracuse Policy Review,Huntington renters describe instability and repair delays as frustration grows,"Syracuse Policy Review notes that housing / rent narratives in Long Island are being repeated across social listening digest coverage, with Huntington residents emphasizing frustration.",https://example.com/operational-demo/01487,housing / rent,Huntington; Long Island,Huntington; Long Island,social listening digest,syracusepolicyreview.example,English,True
2026-05-08,2026-05-08T13:40:00,Buffalo Civic Wire,Rochester families describe grocery and utility pressure as strain grows,"Buffalo Civic Wire notes that affordability / cost of living narratives in Western NY are being repeated across public radio coverage, with Rochester residents emphasizing strain.",https://example.com/operational-demo/00980,affordability / cost of living,Rochester; Western NY,Rochester; Western NY,public radio,buffalocivicwire.example,English,True
2026-05-08,2026-05-08T13:11:00,Long Island Observer,Bronx regional employers highlight training needs around automation as investment grows,"Long Island Observer notes that AI / tech jobs narratives in NYC are being repeated across local news coverage, with Bronx residents emphasizing investment.",https://example.com/operational-demo/00285,AI / tech jobs,Bronx; NYC,Bronx; NYC,local news,longislandobserver.example,English,True
2026-05-08,2026-05-08T12:59:00,Buffalo Civic Wire,Westchester regional employers highlight training needs around automation as debate grows,"Buffalo Civic Wire notes that AI / tech jobs narratives in Hudson Valley are being repeated across local news coverage, with Westchester residents emphasizing debate.",https://example.com/operational-demo/00590,AI / tech jobs,Westchester; Hudson Valley,Westchester; Hudson Valley,local news,buffalocivicwire.example,English,True
2026-05-08,2026-05-08T12:46:00,Buffalo Civic Wire,Buffalo subway and downtown safety concerns continue to circulate as discussion grows,"Buffalo Civic Wire notes that immigration / public safety narratives in Western NY are being repeated across TV transcript coverage, with Buffalo residents emphasizing discussion.",https://example.com/operational-demo/00486,immigration / public safety,Buffalo; Western NY,Buffalo; Western NY,TV transcript,buffalocivicwire.example,English,True
2026-05-08,2026-05-08T12:23:00,Metro Narrative Scan,Erie County tech expansion stories raise questions about workforce stability as debate grows,"Metro Narrative Scan notes that AI / tech jobs narratives in Western NY are being repeated across social listening digest coverage, with Erie County residents emphasizing debate.",https://example.com/operational-demo/01201,AI / tech jobs,Erie County; Western NY,Erie County; Western NY,social listening digest,metronarrativescan.example,English,True
2026-05-08,2026-05-08T12:15:00,Metro Narrative Scan,Manhattan subway and downtown safety concerns continue to circulate as attention grows,"Metro Narrative Scan notes that immigration / public safety narratives in NYC are being repeated across public radio coverage, with Manhattan residents emphasizing attention.",https://example.com/operational-demo/00587,immigration / public safety,Manhattan; NYC,Manhattan; NYC,public radio,metronarrativescan.example,English,True
2026-05-08,2026-05-08T12:12:00,Empire State Ledger,Brooklyn housing advocates warn that eviction pressure is rising as investment grows,"Empire State Ledger notes that housing / rent narratives in NYC are being repeated across local news coverage, with Brooklyn residents emphasizing investment.",https://example.com/operational-demo/01076,housing / rent,Brooklyn; NYC,Brooklyn; NYC,local news,empirestateledger.example,English,True
2026-05-08,2026-05-08T11:40:00,Statehouse Watch,Manhattan workers ask whether AI investment will produce durable jobs as concern grows,"Statehouse Watch notes that AI / tech jobs narratives in NYC are being repeated across TV transcript coverage, with Manhattan residents emphasizing concern.",https://example.com/operational-demo/01681,AI / tech jobs,Manhattan; NYC,Manhattan; NYC,TV transcript,statehousewatch.example,English,True
2026-05-08,2026-05-08T11:38:00,Hudson Valley Public Radio,Schenectady voters connect ethics stories to broader competence concerns as strain grows,"Hudson Valley Public Radio notes that corruption / competence / trust narratives in Capital Region are being repeated across social listening digest coverage, with Schenectady residents emphasizing strain.",https://example.com/operational-demo/02370,corruption / competence / trust,Schenectady; Capital Region,Schenectady; Capital Region,social listening digest,hudsonvalleypublicradio.example,English,True
2026-05-08,2026-05-08T11:34:00,Buffalo Civic Wire,Westchester reform groups frame trust as a campaign issue as progress grows,"Buffalo Civic Wire notes that corruption / competence / trust narratives in Hudson Valley are being repeated across local news coverage, with Westchester residents emphasizing progress.",https://example.com/operational-demo/01576,corruption / competence / trust,Westchester; Hudson Valley,Westchester; Hudson Valley,local news,buffalocivicwire.example,English,True
2026-05-08,2026-05-08T11:34:00,Hudson Valley Public Radio,Manhattan subway and downtown safety concerns continue to circulate as solution grows,"Hudson Valley Public Radio notes that immigration / public safety narratives in NYC are being repeated across local news coverage, with Manhattan residents emphasizing solution.",https://example.com/operational-demo/01917,immigration / public safety,Manhattan; NYC,Manhattan; NYC,local news,hudsonvalleypublicradio.example,English,True
2026-05-08,2026-05-08T11:29:00,Hudson Valley Public Radio,Hempstead local officials debate affordability relief proposals as solution grows,"Hudson Valley Public Radio notes that affordability / cost of living narratives in Long Island are being repeated across local news coverage, with Hempstead residents emphasizing solution.",https://example.com/operational-demo/02210,affordability / cost of living,Hempstead; Long Island,Hempstead; Long Island,local news,hudsonvalleypublicradio.example,English,True
2026-05-08,2026-05-08T10:51:00,Empire State Ledger,Rockland renters describe instability and repair delays as frustration grows,"Empire State Ledger notes that housing / rent narratives in Hudson Valley are being repeated across policy newsletter coverage, with Rockland residents emphasizing frustration.",https://example.com/operational-demo/00076,housing / rent,Rockland; Hudson Valley,Rockland; Hudson Valley,policy newsletter,empirestateledger.example,English,True
2026-05-08,2026-05-08T10:42:00,Statehouse Watch,Brooklyn labor groups call for guardrails around artificial intelligence as pressure grows,"Statehouse Watch notes that AI / tech jobs narratives in NYC are being repeated across local news coverage, with Brooklyn residents emphasizing pressure.",https://example.com/operational-demo/02155,AI / tech jobs,Brooklyn; NYC,Brooklyn; NYC,local news,statehousewatch.example,English,True
2026-05-08,2026-05-08T10:33:00,Queens Community Post,Bronx officials debate public safety coordination and fairness as progress grows,"Queens Community Post notes that immigration / public safety narratives in NYC are being repeated across TV transcript coverage, with Bronx residents emphasizing progress.",https://example.com/operational-demo/00904,immigration / public safety,Bronx; NYC,Bronx; NYC,TV transcript,queenscommunitypost.example,English,True
2026-05-08,2026-05-08T09:57:00,NY Civic Monitor,Brooklyn commuters connect fare pressure to household budgets as accountability grows,"NY Civic Monitor notes that affordability / cost of living narratives in NYC are being repeated across public radio coverage, with Brooklyn residents emphasizing accountability.",https://example.com/operational-demo/00733,affordability / cost of living,Brooklyn; NYC,Brooklyn; NYC,public radio,nycivicmonitor.example,English,True
2026-05-08,2026-05-08T09:44:00,Metro Narrative Scan,Manhattan tenants connect rent increases to neighborhood displacement as strain grows,"Metro Narrative Scan notes that housing / rent narratives in NYC are being repeated across social listening digest coverage, with Manhattan residents emphasizing strain.",https://example.com/operational-demo/00844,housing / rent,Manhattan; NYC,Manhattan; NYC,social listening digest,metronarrativescan.example,English,True
2026-05-08,2026-05-08T09:14:00,Statehouse Watch,Bronx local leaders debate delivery of affordable units as concern grows,"Statehouse Watch notes that housing / rent narratives in NYC are being repeated across community forum coverage, with Bronx residents emphasizing concern.",https://example.com/operational-demo/00832,housing / rent,Bronx; NYC,Bronx; NYC,community forum,statehousewatch.example,English,True
2026-05-08,2026-05-08T09:02:00,Empire State Ledger,Schenectady officials debate public safety coordination and fairness as attention grows,"Empire State Ledger notes that immigration / public safety narratives in Capital Region are being repeated across public radio coverage, with Schenectady residents emphasizing attention.",https://example.com/operational-demo/01095,immigration / public safety,Schenectady; Capital Region,Schenectady; Capital Region,public radio,empirestateledger.example,English,True
2026-05-08,2026-05-08T09:00:00,Statehouse Watch,Troy tech expansion stories raise questions about workforce stability as urgent grows,"Statehouse Watch notes that AI / tech jobs narratives in Capital Region are being repeated across community forum coverage, with Troy residents emphasizing urgent.",https://example.com/operational-demo/01482,AI / tech jobs,Troy; Capital Region,Troy; Capital Region,community forum,statehousewatch.example,English,True
2026-05-08,2026-05-08T08:23:00,Long Island Observer,Manhattan local leaders debate delivery of affordable units as debate grows,"Long Island Observer notes that housing / rent narratives in NYC are being repeated across community forum coverage, with Manhattan residents emphasizing debate.",https://example.com/operational-demo/00268,housing / rent,Manhattan; NYC,Manhattan; NYC,community forum,longislandobserver.example,English,True
2026-05-08,2026-05-08T08:14:00,Hudson Valley Public Radio,Manhattan community groups ask for clearer asylum support plans as discussion grows,"Hudson Valley Public Radio notes that immigration / public safety narratives in NYC are being repeated across public radio coverage, with Manhattan residents emphasizing discussion.",https://example.com/operational-demo/00830,immigration / public safety,Manhattan; NYC,Manhattan; NYC,public radio,hudsonvalleypublicradio.example,English,True
2026-05-08,2026-05-08T08:10:00,Metro Narrative Scan,Westchester watchdogs press for accountability and procurement transparency as pressure grows,"Metro Narrative Scan notes that corruption / competence / trust narratives in Hudson Valley are being repeated across TV transcript coverage, with Westchester residents emphasizing pressure.",https://example.com/operational-demo/02414,corruption / competence / trust,Westchester; Hudson Valley,Westchester; Hudson Valley,TV transcript,metronarrativescan.example,English,True
2026-05-08,2026-05-08T08:08:00,Metro Narrative Scan,Bronx commuters connect fare pressure to household budgets as concern grows,"Metro Narrative Scan notes that affordability / cost of living narratives in NYC are being repeated across policy newsletter coverage, with Bronx residents emphasizing concern.",https://example.com/operational-demo/00476,affordability / cost of living,Bronx; NYC,Bronx; NYC,policy newsletter,metronarrativescan.example,English,True
2026-05-08,2026-05-08T08:07:00,Hudson Valley Public Radio,Buffalo renters describe instability and repair delays as frustration grows,"Hudson Valley Public Radio notes that housing / rent narratives in Western NY are being repeated across community forum coverage, with Buffalo residents emphasizing frustration.",https://example.com/operational-demo/01438,housing / rent,Buffalo; Western NY,Buffalo; Western NY,community forum,hudsonvalleypublicradio.example,English,True
2026-05-08,2026-05-08T08:05:00,Statehouse Watch,Saratoga local coverage questions whether government can deliver reliably as strain grows,"Statehouse Watch notes that corruption / competence / trust narratives in Capital Region are being repeated across policy newsletter coverage, with Saratoga residents emphasizing strain.",https://example.com/operational-demo/01566,corruption / competence / trust,Saratoga; Capital Region,Saratoga; Capital Region,policy newsletter,statehousewatch.example,English,True
2026-05-08,2026-05-08T07:08:00,Queens Community Post,Westchester housing advocates warn that eviction pressure is rising as urgent grows,"Queens Community Post notes that housing / rent narratives in Hudson Valley are being repeated across policy newsletter coverage, with Westchester residents emphasizing urgent.",https://example.com/operational-demo/00699,housing / rent,Westchester; Hudson Valley,Westchester; Hudson Valley,policy newsletter,queenscommunitypost.example,English,True
2026-05-08,2026-05-08T07:07:00,Empire State Ledger,Rome regional employers highlight training needs around automation as questions grows,"Empire State Ledger notes that AI / tech jobs narratives in Central NY are being repeated across social listening digest coverage, with Rome residents emphasizing questions.",https://example.com/operational-demo/00810,AI / tech jobs,Rome; Central NY,Rome; Central NY,social listening digest,empirestateledger.example,English,True
2026-05-08,2026-05-08T06:30:00,Hudson Valley Public Radio,Yonkers tech expansion stories raise questions about workforce stability as pressure grows,"Hudson Valley Public Radio notes that AI / tech jobs narratives in Hudson Valley are being repeated across policy newsletter coverage, with Yonkers residents emphasizing pressure.",https://example.com/operational-demo/01209,AI / tech jobs,Yonkers; Hudson Valley,Yonkers; Hudson Valley,policy newsletter,hudsonvalleypublicradio.example,English,True
2026-05-08,2026-05-08T06:18:00,Buffalo Civic Wire,Staten Island residents ask for concrete cost-of-living plans as questions grows,"Buffalo Civic Wire notes that affordability / cost of living narratives in NYC are being repeated across TV transcript coverage, with Staten Island residents emphasizing questions.",https://example.com/operational-demo/01719,affordability / cost of living,Staten Island; NYC,Staten Island; NYC,TV transcript,buffalocivicwire.example,English,True
2026-05-08,2026-05-08T06:10:00,Long Island Observer,Erie County regional employers highlight training needs around automation as discussion grows,"Long Island Observer notes that AI / tech jobs narratives in Western NY are being repeated across local news coverage, with Erie County residents emphasizing discussion.",https://example.com/operational-demo/00531,AI / tech jobs,Erie County; Western NY,Erie County; Western NY,local news,longislandobserver.example,English,True
2026-05-08,2026-05-08T06:06:00,Syracuse Policy Review,Syracuse residents ask for concrete cost-of-living plans as concern grows,"Syracuse Policy Review notes that affordability / cost of living narratives in Central NY are being repeated across public radio coverage, with Syracuse residents emphasizing concern.",https://example.com/operational-demo/00540,affordability / cost of living,Syracuse; Central NY,Syracuse; Central NY,public radio,syracusepolicyreview.example,English,True
2026-05-08,2026-05-08T05:32:00,Queens Community Post,Queens residents ask for concrete cost-of-living plans as solution grows,"Queens Community Post notes that affordability / cost of living narratives in NYC are being repeated across community forum coverage, with Queens residents emphasizing solution.",https://example.com/operational-demo/01733,affordability / cost of living,Queens; NYC,Queens; NYC,community forum,queenscommunitypost.example,English,True
2026-05-08,2026-05-08T05:32:00,Syracuse Policy Review,Bronx labor groups call for guardrails around artificial intelligence as strain grows,"Syracuse Policy Review notes that AI / tech jobs narratives in NYC are being repeated across community forum coverage, with Bronx residents emphasizing strain.",https://example.com/operational-demo/02206,AI / tech jobs,Bronx; NYC,Bronx; NYC,community forum,syracusepolicyreview.example,English,True
2026-05-08,2026-05-08T05:13:00,NY Civic Monitor,Monroe County residents link shelter planning to neighborhood quality of life as urgent grows,"NY Civic Monitor notes that immigration / public safety narratives in Western NY are being repeated across policy newsletter coverage, with Monroe County residents emphasizing urgent.",https://example.com/operational-demo/00231,immigration / public safety,Monroe County; Western NY,Monroe County; Western NY,policy newsletter,nycivicmonitor.example,English,True
2026-05-08,2026-05-08T05:11:00,Metro Narrative Scan,Erie County officials debate public safety coordination and fairness as debate grows,"Metro Narrative Scan notes that immigration / public safety narratives in Western NY are being repeated across local news coverage, with Erie County residents emphasizing debate.",https://example.com/operational-demo/01738,immigration / public safety,Erie County; Western NY,Erie County; Western NY,local news,metronarrativescan.example,English,True
2026-05-08,2026-05-08T05:10:00,Long Island Observer,Orange County reform groups frame trust as a campaign issue as urgent grows,"Long Island Observer notes that corruption / competence / trust narratives in Hudson Valley are being repeated across local news coverage, with Orange County residents emphasizing urgent.",https://example.com/operational-demo/00295,corruption / competence / trust,Orange County; Hudson Valley,Orange County; Hudson Valley,local news,longislandobserver.example,English,True
2026-05-08,2026-05-08T05:09:00,Rochester Herald,Orange County officials debate public safety coordination and fairness as urgent grows,"Rochester Herald notes that immigration / public safety narratives in Hudson Valley are being repeated across policy newsletter coverage, with Orange County residents emphasizing urgent.",https://example.com/operational-demo/00039,immigration / public safety,Orange County; Hudson Valley,Orange County; Hudson Valley,policy newsletter,rochesterherald.example,English,True
2026-05-08,2026-05-08T05:09:00,Hudson Valley Public Radio,Monroe County housing advocates warn that eviction pressure is rising as response grows,"Hudson Valley Public Radio notes that housing / rent narratives in Western NY are being repeated across policy newsletter coverage, with Monroe County residents emphasizing response.",https://example.com/operational-demo/01967,housing / rent,Monroe County; Western NY,Monroe County; Western NY,policy newsletter,hudsonvalleypublicradio.example,English,True
2026-05-08,2026-05-08T05:09:00,NY Civic Monitor,Rome labor groups call for guardrails around artificial intelligence as frustration grows,"NY Civic Monitor notes that AI / tech jobs narratives in Central NY are being repeated across social listening digest coverage, with Rome residents emphasizing frustration.",https://example.com/operational-demo/02443,AI / tech jobs,Rome; Central NY,Rome; Central NY,social listening digest,nycivicmonitor.example,English,True
2026-05-08,2026-05-08T04:59:00,Hudson Valley Public Radio,Albany labor groups call for guardrails around artificial intelligence as pressure grows,"Hudson Valley Public Radio notes that AI / tech jobs narratives in Capital Region are being repeated across local news coverage, with Albany residents emphasizing pressure.",https://example.com/operational-demo/00591,AI / tech jobs,Albany; Capital Region,Albany; Capital Region,local news,hudsonvalleypublicradio.example,English,True
2026-05-08,2026-05-08T04:53:00,Queens Community Post,Syracuse commuters connect fare pressure to household budgets as frustration grows,"Queens Community Post notes that affordability / cost of living narratives in Central NY are being repeated across local news coverage, with Syracuse residents emphasizing frustration.",https://example.com/operational-demo/01957,affordability / cost of living,Syracuse; Central NY,Syracuse; Central NY,local news,queenscommunitypost.example,English,True
2026-05-08,2026-05-08T04:50:00,Statehouse Watch,Hempstead watchdogs press for accountability and procurement transparency as response grows,"Statehouse Watch notes that corruption / competence / trust narratives in Long Island are being repeated across community forum coverage, with Hempstead residents emphasizing response.",https://example.com/operational-demo/00301,corruption / competence / trust,Hempstead; Long Island,Hempstead; Long Island,community forum,statehousewatch.example,English,True
2026-05-08,2026-05-08T04:32:00,Statehouse Watch,Saratoga families describe grocery and utility pressure as urgent grows,"Statehouse Watch notes that affordability / cost of living narratives in Capital Region are being repeated across community forum coverage, with Saratoga residents emphasizing urgent.",https://example.com/operational-demo/00716,affordability / cost of living,Saratoga; Capital Region,Saratoga; Capital Region,community forum,statehousewatch.example,English,True
2026-05-08,2026-05-08T04:15:00,Hudson Valley Public Radio,Brooklyn residents ask for concrete cost-of-living plans as strain grows,"Hudson Valley Public Radio notes that affordability / cost of living narratives in NYC are being repeated across social listening digest coverage, with Brooklyn residents emphasizing strain.",https://example.com/operational-demo/01602,affordability / cost of living,Brooklyn; NYC,Brooklyn; NYC,social listening digest,hudsonvalleypublicradio.example,English,True
2026-05-08,2026-05-08T04:03:00,Hudson Valley Public Radio,Brooklyn local coverage questions whether government can deliver reliably as investment grows,"Hudson Valley Public Radio notes that corruption / competence / trust narratives in NYC are being repeated across local news coverage, with Brooklyn residents emphasizing investment.",https://example.com/operational-demo/01896,corruption / competence / trust,Brooklyn; NYC,Brooklyn; NYC,local news,hudsonvalleypublicradio.example,English,True
2026-05-08,2026-05-08T03:17:00,Hudson Valley Public Radio,Hempstead workers ask whether AI investment will produce durable jobs as pressure grows,"Hudson Valley Public Radio notes that AI / tech jobs narratives in Long Island are being repeated across public radio coverage, with Hempstead residents emphasizing pressure.",https://example.com/operational-demo/01816,AI / tech jobs,Hempstead; Long Island,Hempstead; Long Island,public radio,hudsonvalleypublicradio.example,English,True
2026-05-08,2026-05-08T02:48:00,Buffalo Civic Wire,Huntington commuters connect fare pressure to household budgets as urgent grows,"Buffalo Civic Wire notes that affordability / cost of living narratives in Long Island are being repeated across public radio coverage, with Huntington residents emphasizing urgent.",https://example.com/operational-demo/02229,affordability / cost of living,Huntington; Long Island,Huntington; Long Island,public radio,buffalocivicwire.example,English,True
2026-05-08,2026-05-08T02:38:00,Buffalo Civic Wire,Erie County tech expansion stories raise questions about workforce stability as questions grows,"Buffalo Civic Wire notes that AI / tech jobs narratives in Western NY are being repeated across local news coverage, with Erie County residents emphasizing questions.",https://example.com/operational-demo/00950,AI / tech jobs,Erie County; Western NY,Erie County; Western NY,local news,buffalocivicwire.example,English,True
2026-05-08,2026-05-08T02:18:00,Long Island Observer,Rockland labor groups call for guardrails around artificial intelligence as discussion grows,"Long Island Observer notes that AI / tech jobs narratives in Hudson Valley are being repeated across community forum coverage, with Rockland residents emphasizing discussion.",https://example.com/operational-demo/00253,AI / tech jobs,Rockland; Hudson Valley,Rockland; Hudson Valley,community forum,longislandobserver.example,English,True
2026-05-08,2026-05-08T02:15:00,Empire State Ledger,Utica labor groups call for guardrails around artificial intelligence as pressure grows,"Empire State Ledger notes that AI / tech jobs narratives in Central NY are being repeated across TV transcript coverage, with Utica residents emphasizing pressure.",https://example.com/operational-demo/01369,AI / tech jobs,Utica; Central NY,Utica; Central NY,TV transcript,empirestateledger.example,English,True
2026-05-08,2026-05-08T02:13:00,Hudson Valley Public Radio,Rochester residents link shelter planning to neighborhood quality of life as discussion grows,"Hudson Valley Public Radio notes that immigration / public safety narratives in Western NY are being repeated across public radio coverage, with Rochester residents emphasizing discussion.",https://example.com/operational-demo/00388,immigration / public safety,Rochester; Western NY,Rochester; Western NY,public radio,hudsonvalleypublicradio.example,English,True
2026-05-08,2026-05-08T01:57:00,Rochester Herald,Schenectady families describe grocery and utility pressure as training grows,"Rochester Herald notes that affordability / cost of living narratives in Capital Region are being repeated across public radio coverage, with Schenectady residents emphasizing training.",https://example.com/operational-demo/00842,affordability / cost of living,Schenectady; Capital Region,Schenectady; Capital Region,public radio,rochesterherald.example,English,True
2026-05-08,2026-05-08T01:51:00,Buffalo Civic Wire,Manhattan community groups ask for clearer asylum support plans as response grows,"Buffalo Civic Wire notes that immigration / public safety narratives in NYC are being repeated across community forum coverage, with Manhattan residents emphasizing response.",https://example.com/operational-demo/02040,immigration / public safety,Manhattan; NYC,Manhattan; NYC,community forum,buffalocivicwire.example,English,True
2026-05-08,2026-05-08T01:48:00,Syracuse Policy Review,Yonkers voters connect ethics stories to broader competence concerns as pressure grows,"Syracuse Policy Review notes that corruption / competence / trust narratives in Hudson Valley are being repeated across community forum coverage, with Yonkers residents emphasizing pressure.",https://example.com/operational-demo/00514,corruption / competence / trust,Yonkers; Hudson Valley,Yonkers; Hudson Valley,community forum,syracusepolicyreview.example,English,True
2026-05-08,2026-05-08T01:24:00,Hudson Valley Public Radio,Bronx families describe grocery and utility pressure as progress grows,"Hudson Valley Public Radio notes that affordability / cost of living narratives in NYC are being repeated across local news coverage, with Bronx residents emphasizing progress.",https://example.com/operational-demo/00723,affordability / cost of living,Bronx; NYC,Bronx; NYC,local news,hudsonvalleypublicradio.example,English,True
2026-05-08,2026-05-08T01:14:00,Syracuse Policy Review,Rome labor groups call for guardrails around artificial intelligence as solution grows,"Syracuse Policy Review notes that AI / tech jobs narratives in Central NY are being repeated across community forum coverage, with Rome residents emphasizing solution.",https://example.com/operational-demo/02301,AI / tech jobs,Rome; Central NY,Rome; Central NY,community forum,syracusepolicyreview.example,English,True
2026-05-08,2026-05-08T01:04:00,Long Island Observer,Staten Island local leaders debate delivery of affordable units as attention grows,"Long Island Observer notes that housing / rent narratives in NYC are being repeated across community forum coverage, with Staten Island residents emphasizing attention.",https://example.com/operational-demo/01940,housing / rent,Staten Island; NYC,Staten Island; NYC,community forum,longislandobserver.example,English,True
2026-05-07,2026-05-07T18:56:00,Buffalo Civic Wire,Syracuse community groups ask for clearer asylum support plans as pressure grows,"Buffalo Civic Wire notes that immigration / public safety narratives in Central NY are being repeated across social listening digest coverage, with Syracuse residents emphasizing pressure.",https://example.com/operational-demo/01791,immigration / public safety,Syracuse; Central NY,Syracuse; Central NY,social listening digest,buffalocivicwire.example,English,True
2026-05-07,2026-05-07T18:50:00,Queens Community Post,Westchester commuters connect fare pressure to household budgets as response grows,"Queens Community Post notes that affordability / cost of living narratives in Hudson Valley are being repeated across local news coverage, with Westchester residents emphasizing response.",https://example.com/operational-demo/01889,affordability / cost of living,Westchester; Hudson Valley,Westchester; Hudson Valley,local news,queenscommunitypost.example,English,True
2026-05-07,2026-05-07T18:47:00,Long Island Observer,Utica commuters connect fare pressure to household budgets as progress grows,"Long Island Observer notes that affordability / cost of living narratives in Central NY are being repeated across policy newsletter coverage, with Utica residents emphasizing progress.",https://example.com/operational-demo/01553,affordability / cost of living,Utica; Central NY,Utica; Central NY,policy newsletter,longislandobserver.example,English,True
2026-05-07,2026-05-07T18:25:00,Buffalo Civic Wire,Hempstead workers ask whether AI investment will produce durable jobs as investment grows,"Buffalo Civic Wire notes that AI / tech jobs narratives in Long Island are being repeated across community forum coverage, with Hempstead residents emphasizing investment.",https://example.com/operational-demo/00791,AI / tech jobs,Hempstead; Long Island,Hempstead; Long Island,community forum,buffalocivicwire.example,English,True
2026-05-07,2026-05-07T17:52:00,Queens Community Post,Monroe County residents ask for concrete cost-of-living plans as strain grows,"Queens Community Post notes that affordability / cost of living narratives in Western NY are being repeated across social listening digest coverage, with Monroe County residents emphasizing strain.",https://example.com/operational-demo/02512,affordability / cost of living,Monroe County; Western NY,Monroe County; Western NY,social listening digest,queenscommunitypost.example,English,True
2026-05-07,2026-05-07T17:45:00,Empire State Ledger,Staten Island labor groups call for guardrails around artificial intelligence as urgent grows,"Empire State Ledger notes that AI / tech jobs narratives in NYC are being repeated across policy newsletter coverage, with Staten Island residents emphasizing urgent.",https://example.com/operational-demo/00189,AI / tech jobs,Staten Island; NYC,Staten Island; NYC,policy newsletter,empirestateledger.example,English,True
2026-05-07,2026-05-07T17:32:00,Statehouse Watch,Brooklyn tech expansion stories raise questions about workforce stability as questions grows,"Statehouse Watch notes that AI / tech jobs narratives in NYC are being repeated across local news coverage, with Brooklyn residents emphasizing questions.",https://example.com/operational-demo/02359,AI / tech jobs,Brooklyn; NYC,Brooklyn; NYC,local news,statehousewatch.example,English,True
2026-05-07,2026-05-07T16:34:00,Empire State Ledger,Saratoga local coverage questions whether government can deliver reliably as accountability grows,"Empire State Ledger notes that corruption / competence / trust narratives in Capital Region are being repeated across community forum coverage, with Saratoga residents emphasizing accountability.",https://example.com/operational-demo/01651,corruption / competence / trust,Saratoga; Capital Region,Saratoga; Capital Region,community forum,empirestateledger.example,English,True
2026-05-07,2026-05-07T16:18:00,Long Island Observer,Buffalo workers ask whether AI investment will produce durable jobs as response grows,"Long Island Observer notes that AI / tech jobs narratives in Western NY are being repeated across policy newsletter coverage, with Buffalo residents emphasizing response.",https://example.com/operational-demo/02089,AI / tech jobs,Buffalo; Western NY,Buffalo; Western NY,policy newsletter,longislandobserver.example,English,True
2026-05-07,2026-05-07T15:57:00,Long Island Observer,Rome local coverage questions whether government can deliver reliably as urgent grows,"Long Island Observer notes that corruption / competence / trust narratives in Central NY are being repeated across policy newsletter coverage, with Rome residents emphasizing urgent.",https://example.com/operational-demo/00544,corruption / competence / trust,Rome; Central NY,Rome; Central NY,policy newsletter,longislandobserver.example,English,True
2026-05-07,2026-05-07T15:56:00,Rochester Herald,Erie County local leaders debate delivery of affordable units as debate grows,"Rochester Herald notes that housing / rent narratives in Western NY are being repeated across TV transcript coverage, with Erie County residents emphasizing debate.",https://example.com/operational-demo/01167,housing / rent,Erie County; Western NY,Erie County; Western NY,TV transcript,rochesterherald.example,English,True
